code,level,name,parent
1062,4,Sản xuất tinh bột và các sản phẩm từ tinh bột,106
1071,4,Sản xuất các loại bánh từ bột,107
1072,4,Sản xuất đường,107
1073,4,"Sản xuất ca cao, sôcôla và bánh kẹo",107
1074,4,"Sản xuất mì ống, mỳ sợi và sản phẩm tương tự",107
1075,4,"Sản xuất món ăn, thức ăn chế biến sẵn",107
1076,4,Sản xuất chè,107
1077,4,Sản xuất cà phê,107
1079,4,Sản xuất thực phẩm khác chưa được phân vào đâu,107
1080,4,"Sản xuất thức ăn gia súc, gia cầm và thuỷ sản",108
1101,4,"Chưng, tinh cất và pha chế các loại rượu mạnh",110
1102,4,Sản xuất rượu vang,110
1103,4,Sản xuất bia và mạch nha ủ men bia,110
1104,4,"Sản xuất đồ uống không cồn, nước khoáng",110
1200,4,Sản xuất sản phẩm thuốc lá,120
1311,4,Sản xuất sợi,131
1312,4,Sản xuất vải dệt thoi,131
1313,4,Hoàn thiện sản phẩm dệt,131
1391,4,"Sản xuất vải dệt kim, vải đan móc và vải không dệt khác",139
1392,4,Sản xuất hàng dệt sẵn (trừ trang phục),139
1393,4,"Sản xuất thảm, chăn, đệm",139
1394,4,Sản xuất các loại dây bện và lưới,139
1399,4,Sản xuất các loại hàng dệt khác chưa được phân vào đâu,139
1410,4,May trang phục (trừ trang phục từ da lông thú),141
1420,4,Sản xuất sản phẩm từ da lông thú,142
1430,4,"Sản xuất trang phục dệt kim, đan móc",143
1511,4,"Thuộc, sơ chế da; sơ chế và nhuộm da lông thú",151
1512,4,"Sản xuất vali, túi xách và các loại tương tự, sản xuất yên đệm",151
1520,4,"Sản xuất giày, dép",152
1610,4,"Cưa, xẻ, bào gỗ và bảo quản gỗ",161
1621,4,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",162
1622,4,Sản xuất đồ gỗ xây dựng,162
1623,4,Sản xuất bao bì bằng gỗ,162
1629,4,"Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện",162
1701,4,"Sản xuất bột giấy, giấy và bìa",170
1702,4,"Sản xuất giấy nhăn, bìa nhăn, bao bì từ giấy và bìa",170
1709,4,Sản xuất các sản phẩm khác từ giấy và bìa chưa được phân vào đâu,170
1811,4,In ấn,181
1812,4,Dịch vụ liên quan đến in,181
1820,4,Sao chép bản ghi các loại,182
1910,4,Sản xuất than cốc,191
1920,4,Sản xuất sản phẩm dầu mỏ tinh chế,192
2011,4,Sản xuất hoá chất cơ bản,201
2012,4,Sản xuất phân bón và hợp chất ni tơ,201
2013,4,Sản xuất plastic và cao su tổng hợp dạng nguyên sinh,201
2021,4,Sản xuất thuốc trừ sâu và sản phẩm hoá chất khác dùng trong nông nghiệp,202
2022,4,"Sản xuất sơn, véc ni và các chất sơn, quét tương tự; sản xuất mực in và ma tít",202
2023,4,"Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh",202
2029,4,Sản xuất sản phẩm hoá chất khác chưa được phân vào đâu,202
2030,4,Sản xuất sợi nhân tạo,203
2100,4,"Sản xuất thuốc, hoá dược và dược liệu",210
2211,4,"Sản xuất săm, lốp cao su; đắp và tái chế lốp cao su",221
2219,4,Sản xuất sản phẩm khác từ cao su,221
2220,4,Sản xuất sản phẩm từ plastic,222
2310,4,Sản xuất thủy tinh và sản phẩm từ thủy tinh,231
2391,4,Sản xuất sản phẩm chịu lửa,239
2392,4,Sản xuất vật liệu xây dựng từ đất sét,239
2393,4,Sản xuất sản phẩm gốm sứ khác,239
2394,4,"Sản xuất xi măng, vôi và thạch cao",239
2395,4,"Sản xuất bê tông và các sản phẩm từ bê tông, xi măng và thạch cao",239
2396,4,Cắt tạo dáng và hoàn thiện đá,239
2399,4,Sản xuất sản phẩm từ chất khoáng phi kim loại khác chưa được phân vào đâu,239
2410,4,"Sản xuất sắt, thép, gang",241
2420,4,Sản xuất kim loại quý và kim loại màu,242
2431,4,"Đúc sắt, thép",243
2432,4,Đúc kim loại màu,243
2511,4,Sản xuất các cấu kiện kim loại,251
2512,4,"Sản xuất thùng, bể chứa và dụng cụ chứa đựng bằng kim loại",251
2513,4,Sản xuất nồi hơi (trừ nồi hơi trung tâm),251
2520,4,Sản xuất vũ khí và đạn dược,252
2591,4,"Rèn, dập, ép và cán kim loại; luyện bột kim loại",259
2592,4,Gia công cơ khí; xử lý và tráng phủ kim loại,259
2593,4,"Sản xuất dao kéo, dụng cụ cầm tay và đồ kim loại thông dụng",259
2599,4,Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu,259
2610,4,Sản xuất linh kiện điện tử,261
2620,4,Sản xuất máy vi tính và thiết bị ngoại vi của máy vi tính,262
2630,4,Sản xuất thiết bị truyền thông,263
2640,4,Sản xuất sản phẩm điện tử dân dụng,264
2651,4,"Sản xuất thiết bị đo lường, kiểm tra, định hướng và điều khiển",265
2652,4,Sản xuất đồng hồ,265
2660,4,"Sản xuất thiết bị bức xạ, thiết bị điện tử trong y học, điện liệu pháp",266
2670,4,Sản xuất thiết bị và dụng cụ quang học,267
2680,4,"Sản xuất băng, đĩa từ tính và quang học",268
2710,4,"Sản xuất mô tơ, máy phát, biến thế điện, thiết bị phân phối và điều khiển điện",271
2720,4,Sản xuất pin và ắc quy,272
2731,4,"Sản xuất dây cáp, sợi cáp quang học",273
2732,4,"Sản xuất dây, cáp điện và điện tử khác",273
2733,4,Sản xuất thiết bị dây dẫn điện các loại,273
2740,4,Sản xuất thiết bị điện chiếu sáng,274
2750,4,Sản xuất đồ điện dân dụng,275
2790,4,Sản xuất thiết bị điện khác,279
2811,4,"Sản xuất động cơ, tua bin (trừ động cơ máy bay, ô tô, mô tô và xe máy)",281
2812,4,Sản xuất thiết bị sử dụng năng lượng chiết lưu,281
2813,4,"Sản xuất máy bơm, máy nén, vòi và van khác",281
2814,4,"Sản xuất bi, bánh răng, hộp số, các bộ phận điều khiển và truyền chuyển động",281
2815,4,"Sản xuất lò nướng, lò luyện và lò nung",281
2816,4,"Sản xuất các thiết bị nâng, hạ và bốc xếp",281
2817,4,Sản xuất máy móc và thiết bị văn phòng (trừ máy vi tính và thiết bị ngoại vi của máy vi tính),281
2818,4,Sản xuất dụng cụ cầm tay chạy bằng mô tơ hoặc khí nén,281
2819,4,Sản xuất máy thông dụng khác,281
2821,4,Sản xuất máy nông nghiệp và lâm nghiệp,282
2822,4,Sản xuất máy công cụ và máy tạo hình kim loại,282
2823,4,Sản xuất máy luyện kim,282
2824,4,Sản xuất máy khai thác mỏ và xây dựng,282
2825,4,"Sản xuất máy chế biến thực phẩm, đồ uống và thuốc lá",282
2826,4,"Sản xuất máy cho ngành dệt, may và da",282
2829,4,Sản xuất máy chuyên dụng khác,282
2910,4,Sản xuất ô tô và xe có động cơ khác,291
2920,4,"Sản xuất thân xe ô tô và xe có động cơ khác, rơ moóc và bán rơ moóc",292
2930,4,Sản xuất phụ tùng và bộ phận phụ trợ cho xe ô tô và xe có động cơ khác,293
3011,4,Đóng tàu và cấu kiện nổi,301
3012,4,"Đóng thuyền, xuồng thể thao và giải trí",301
3020,4,"Sản xuất đầu máy xe lửa, xe điện và toa xe",302
3030,4,"Sản xuất máy bay, tàu vũ trụ và máy móc liên quan",303
3040,4,Sản xuất xe cơ giới chiến đấu dùng trong quân đội,304
3091,4,"Sản xuất mô tô, xe máy",309
3092,4,Sản xuất xe đạp và xe cho người khuyết tật,309
3099,4,Sản xuất phương tiện và thiết bị vận tải khác chưa được phân vào đâu,309
3100,4,"Sản xuất giường, tủ, bàn, ghế",310
3211,4,Sản xuất đồ kim hoàn và chi tiết liên quan,321
3212,4,Sản xuất đồ giả kim hoàn và chi tiết liên quan,321
3220,4,Sản xuất nhạc cụ,322
3230,4,"Sản xuất dụng cụ thể dục, thể thao",323
3240,4,"Sản xuất đồ chơi, trò chơi",324
3250,4,"Sản xuất thiết bị, dụng cụ y tế, nha khoa, chỉnh hình và phục hồi chức năng",325
3290,4,Sản xuất khác chưa được phân vào đâu,329
3311,4,Sửa chữa các sản phẩm kim loại đúc sẵn,331
3312,4,"Sửa chữa máy móc, thiết bị",331
3313,4,Sửa chữa thiết bị điện tử và quang học,331
3314,4,Sửa chữa thiết bị điện,331
3315,4,"Sửa chữa và bảo dưỡng phương tiện vận tải (trừ ô tô, mô tô, xe máy và xe có động cơ khác)",331
3319,4,Sửa chữa thiết bị khác,331
3320,4,Lắp đặt máy móc và thiết bị công nghiệp,332
3511,4,Sản xuất điện,351
3512,4,Truyền tải và phân phối điện,351
3520,4,"Sản xuất khí đốt, phân phối nhiên liệu khí bằng đường ống",352
3530,4,"Sản xuất, phân phối hơi nước, nước nóng, điều hoà không khí và sản xuất nước đá",353
3600,4,"Khai thác, xử lý và cung cấp nước",360
3700,4,Thoát nước và xử lý nước thải,370
3811,4,Thu gom rác thải không độc hại,381
3812,4,Thu gom rác thải độc hại,381
3821,4,Xử lý và tiêu hủy rác thải không độc hại,382
3822,4,Xử lý và tiêu hủy rác thải độc hại,382
3830,4,Tái chế phế liệu,383
3900,4,Xử lý ô nhiễm và hoạt động quản lý chất thải khác,390
4101,4,Xây dựng nhà để ở,410
4102,4,Xây dựng nhà không để ở,410
4211,4,Xây dựng công trình đường sắt,421
4212,4,Xây dựng công trình đường bộ,421
4221,4,Xây dựng công trình điện,422
4222,4,"Xây dựng công trình cấp, thoát nước",422
4223,4,"Xây dựng công trình viễn thông, thông tin liên lạc",422
4229,4,Xây dựng công trình công ích khác,422
4291,4,Xây dựng công trình thủy,429
4292,4,Xây dựng công trình khai khoáng,429
4293,4,"Xây dựng công trình chế biến, chế tạo",429
4299,4,Xây dựng công trình kỹ thuật dân dụng khác,429
4311,4,Phá dỡ,431
4312,4,Chuẩn bị mặt bằng,431
4321,4,Lắp đặt hệ thống điện,432
4322,4,"Lắp đặt hệ thống cấp, thoát nước, hệ thống sưởi và điều hoà không khí",432
4329,4,Lắp đặt hệ thống xây dựng khác,432
4330,4,Hoàn thiện công trình xây dựng,433
4390,4,Hoạt động xây dựng chuyên dụng khác,439
4511,4,Bán buôn ô tô và xe có động cơ khác,451
4512,4,Bán lẻ ô tô con (loại 9 chỗ ngồi trở xuống),451
4513,4,Đại lý ô tô và xe có động cơ khác,451
4520,4,"Bảo dưỡng, sửa chữa ô tô và xe có động cơ khác",452
4530,4,Bán phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác,453
4541,4,"Bán mô tô, xe máy",454
4542,4,"Bảo dưỡng và sửa chữa mô tô, xe máy",454
4543,4,"Bán phụ tùng và các bộ phận phụ trợ của mô tô, xe máy",454
4610,4,"Đại lý, môi giới, đấu giá hàng hóa",461
4620,4,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",462
4631,4,"Bán buôn gạo, lúa mỳ, hạt ngũ cốc khác, bột mỳ",463
4632,4,Bán buôn thực phẩm,463
4633,4,Bán buôn đồ uống,463
4634,4,"Bán buôn sản phẩm thuốc lá, thuốc lào",463
4641,4,"Bán buôn vải, hàng may mặc, giày dép",464
4649,4,Bán buôn đồ dùng khác cho gia đình,464
4651,4,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",465
4652,4,"Bán buôn thiết bị và linh kiện điện tử, viễn thông",465
4653,4,"Bán buôn máy móc, thiết bị và phụ tùng máy nông nghiệp",465
4659,4,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",465
4661,4,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",466
4662,4,Bán buôn kim loại và quặng kim loại,466
4663,4,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",466
4669,4,Bán buôn chuyên doanh khác chưa được phân vào đâu,466
4690,4,Bán buôn tổng hợp,469
4711,4,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp",471
4719,4,Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp,471
4721,4,Bán lẻ lương thực trong các cửa hàng chuyên doanh,472
4722,4,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,472
4723,4,Bán lẻ đồ uống trong các cửa hàng chuyên doanh,472
4724,4,"Bán lẻ sản phẩm thuốc lá, thuốc lào trong các cửa hàng chuyên doanh",472
4730,4,Bán lẻ nhiên liệu động cơ trong các cửa hàng chuyên doanh,473
4741,4,"Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông trong các cửa hàng chuyên doanh",474
4742,4,Bán lẻ thiết bị nghe nhìn trong các cửa hàng chuyên doanh,474
4751,4,"Bán lẻ vải, len, sợi, chỉ khâu và hàng dệt khác trong các cửa hàng chuyên doanh",475
4752,4,"Bán lẻ đồ ngũ kim, sơn, kính và thiết bị lắp đặt khác trong xây dựng trong các cửa hàng chuyên doanh",475
4753,4,"Bán lẻ thảm, đệm, chăn, màn, rèm, vật liệu phủ tường và sàn trong các cửa hàng chuyên doanh",475
4759,4,"Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh",475
4761,4,"Bán lẻ sách, báo, tạp chí văn phòng phẩm trong các cửa hàng chuyên doanh",476
4762,4,"Bán lẻ băng đĩa âm thanh, hình ảnh (kể cả băng, đĩa trắng) trong các cửa hàng chuyên doanh",476
4763,4,"Bán lẻ thiết bị, dụng cụ thể dục, thể thao trong các cửa hàng chuyên doanh",476
4764,4,"Bán lẻ trò chơi, đồ chơi trong các cửa hàng chuyên doanh",476
4771,4,"Bán lẻ hàng may mặc, giày dép, hàng da và giả da trong các cửa hàng chuyên doanh",477
4772,4,"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh",477
4773,4,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,477
4774,4,Bán lẻ hàng hóa đã qua sử dụng trong các cửa hàng chuyên doanh,477
4781,4,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào lưu động hoặc tại chợ",478
4782,4,"Bán lẻ hàng dệt, may sẵn, giày dép lưu động hoặc tại chợ",478
4783,4,Bán lẻ thiết bị công nghệ thông tin liên lạc lưu động hoặc tại chợ,478
4784,4,Bán lẻ thiết bị gia đình khác lưu động hoặc tại chợ,478
4785,4,"Bán lẻ hàng văn hóa, giải trí lưu động hoặc tại chợ",478
4789,4,Bán lẻ hàng hóa khác lưu động hoặc tại chợ,478
4791,4,Bán lẻ theo yêu cầu đặt hàng qua bưu điện hoặc internet,479
4799,4,Bán lẻ hình thức khác chưa được phân vào đâu,479
4911,4,Vận tải hành khách đường sắt,491
4912,4,Vận tải hàng hóa đường sắt,491
4921,4,Vận tải hành khách bằng xe buýt trong nội thành,492
4922,4,"Vận tải hành khách bằng xe buýt giữa nội thành và ngoại thành, liên tỉnh",492
4929,4,Vận tải hành khách bằng xe buýt loại khác,492
4931,4,"Vận tải hành khách đường bộ trong nội thành, ngoại thành (trừ vận tải bằng xe buýt)",493
4932,4,Vận tải hành khách đường bộ khác,493
4933,4,Vận tải hàng hóa bằng đường bộ,493
4940,4,Vận tải đường ống,494
5011,4,Vận tải hành khách ven biển và viễn dương,501
5012,4,Vận tải hàng hóa ven biển và viễn dương,501
5021,4,Vận tải hành khách đường thủy nội địa,502
5022,4,Vận tải hàng hóa đường thủy nội địa,502
5110,4,Vận tải hành khách hàng không,511
5120,4,Vận tải hàng hóa hàng không,512
5210,4,Kho bãi và lưu giữ hàng hóa,521
5221,4,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường sắt,522
5222,4,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy,522
5223,4,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải hàng không,522
5224,4,Bốc xếp hàng hóa,522
5225,4,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường bộ,522
5229,4,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,522
5310,4,Bưu chính,531
5320,4,Chuyển phát,532
5510,4,Dịch vụ lưu trú ngắn ngày,551
5590,4,Cơ sở lưu trú khác,559
5610,4,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,561
5621,4,Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng,562
5629,4,Dịch vụ ăn uống khác,562
5630,4,Dịch vụ phục vụ đồ uống,563
5811,4,Xuất bản sách,581
5812,4,Xuất bản các danh mục chỉ dẫn và địa chỉ,581
5813,4,"Xuất bản báo, tạp chí và các ấn phẩm định kỳ",581
5819,4,Hoạt động xuất bản khác,581
5820,4,Xuất bản phần mềm,582
5911,4,"Hoạt động sản xuất phim điện ảnh, phim video và chương trình truyền hình",591
5912,4,Hoạt động hậu kỳ,591
5913,4,"Hoạt động phát hành phim điện ảnh, phim video và chương trình truyền hình",591
5914,4,Hoạt động chiếu phim,591
5920,4,Hoạt động ghi âm và xuất bản âm nhạc,592
6010,4,Hoạt động phát thanh,601
6021,4,Hoạt động truyền hình,602
6022,4,"Chương trình cáp, vệ tinh và các chương trình thuê bao khác",602
6110,4,Hoạt động viễn thông có dây,611
6120,4,Hoạt động viễn thông không dây,612
6130,4,Hoạt động viễn thông vệ tinh,613
6190,4,Hoạt động viễn thông khác,619
6201,4,Lập trình máy vi tính,620
6202,4,Tư vấn máy vi tính và quản trị hệ thống máy vi tính,620
6209,4,Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính,620
6311,4,"Xử lý dữ liệu, cho thuê và các hoạt động liên quan",631
6312,4,Cổng thông tin,631
6391,4,Hoạt động thông tấn,639
6399,4,Dịch vụ thông tin khác chưa được phân vào đâu,639
6411,4,Hoạt động ngân hàng trung ương,641
6419,4,Hoạt động trung gian tiền tệ khác,641
6420,4,Hoạt động công ty nắm giữ tài sản,642
6430,4,"Hoạt động quỹ tín thác, các quỹ và các tổ chức tài chính khác",643
6491,4,Hoạt động cho thuê tài chính,649
6492,4,Hoạt động cấp tín dụng khác,649
6499,4,Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội),649
6511,4,Bảo hiểm nhân thọ,651
6512,4,Bảo hiểm phi nhân thọ,651
6513,4,Bảo hiểm sức khỏe,651
6520,4,Tái bảo hiểm,652
6530,4,Bảo hiểm xã hội,653
6611,4,Quản lý thị trường tài chính,661
6612,4,Môi giới hợp đồng hàng hóa và chứng khoán,661
6619,4,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,661
6621,4,Đánh giá rủi ro và thiệt hại,662
6622,4,Hoạt động của đại lý và môi giới bảo hiểm,662
6629,4,Hoạt động hỗ trợ khác cho bảo hiểm và bảo hiểm xã hội,662
6630,4,Hoạt động quản lý quỹ,663
6810,4,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",681
6820,4,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",682
6910,4,Hoạt động pháp luật,691
6920,4,"Hoạt động liên quan đến kế toán, kiểm toán và tư vấn về thuế",692
7010,4,Hoạt động của trụ sở văn phòng,701
7020,4,Hoạt động tư vấn quản lý,702
7110,4,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,711
7120,4,Kiểm tra và phân tích kỹ thuật,712
7211,4,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học tự nhiên,721
7212,4,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ,721
7213,4,"Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học y, dược",721
7214,4,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nông nghiệp,721
7221,4,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học xã hội,722
7222,4,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nhân văn,722
7310,4,Quảng cáo,731
7320,4,Nghiên cứu thị trường và thăm dò dư luận,732
7410,4,Hoạt động thiết kế chuyên dụng,741
7420,4,Hoạt động nhiếp ảnh,742
7490,4,"Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu",749
7500,4,Hoạt động thú y,750
7710,4,Cho thuê xe có động cơ,771
7721,4,"Cho thuê thiết bị thể thao, vui chơi giải trí",772
7722,4,"Cho thuê băng, đĩa video",772
7729,4,Cho thuê đồ dùng cá nhân và gia đình khác,772
7730,4,"Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác không kèm người điều khiển",773
7740,4,Cho thuê tài sản vô hình phi tài chính,774
7810,4,"Hoạt động của các trung tâm, đại lý tư vấn, giới thiệu và môi giới lao động, việc làm",781
7820,4,Cung ứng lao động tạm thời,782
7830,4,Cung ứng và quản lý nguồn lao động,783
7911,4,Đại lý du lịch,791
7912,4,Điều hành tua du lịch,791
7990,4,Dịch vụ đặt chỗ và các dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch,799
8010,4,Hoạt động bảo vệ tư nhân,801
8020,4,Dịch vụ hệ thống bảo đảm an toàn,802
8030,4,Dịch vụ điều tra,803
8110,4,Dịch vụ hỗ trợ tổng hợp,811
8121,4,Vệ sinh chung nhà cửa,812
8129,4,Vệ sinh công nghiệp và các công trình chuyên biệt,812
8130,4,Dịch vụ chăm sóc và duy trì cảnh quan,813
8211,4,Dịch vụ hành chính văn phòng tổng hợp,821
8219,4,"Photo, chuẩn bị tài liệu và các hoạt động hỗ trợ văn phòng đặc biệt khác",821
8220,4,Hoạt động dịch vụ liên quan đến các cuộc gọi,822
8230,4,Tổ chức giới thiệu và xúc tiến thương mại,823
8291,4,"Hoạt động dịch vụ hỗ trợ thanh toán, tín dụng",829
8292,4,Dịch vụ đóng gói,829
8299,4,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu,829
8411,4,"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp",841
8412,4,"Hoạt động quản lý nhà nước trong các lĩnh vực y tế, giáo dục, văn hóa và các dịch vụ xã hội khác (trừ bảo đảm xã hội bắt buộc)",841
8413,4,Hoạt động quản lý nhà nước trong các lĩnh vực kinh tế chuyên ngành,841
8421,4,Hoạt động đối ngoại,842
8422,4,Hoạt động quốc phòng,842
8423,4,"Hoạt động an ninh, trật tự an toàn xã hội",842
8430,4,Hoạt động bảo đảm xã hội bắt buộc,843
8511,4,Giáo dục nhà trẻ,851
8512,4,Giáo dục mẫu giáo,851
8521,4,Giáo dục tiểu học,852
8522,4,Giáo dục trung học cơ sở,852
8523,4,Giáo dục trung học phổ thông,852
8531,4,Đào tạo sơ cấp,853
8532,4,Đào tạo trung cấp,853
8533,4,Đào tạo cao đẳng,853
8541,4,Đào tạo đại học,854
8542,4,Đào tạo thạc sỹ,854
8543,4,Đào tạo tiến sỹ,854
8551,4,Giáo dục thể thao và giải trí,855
8552,4,Giáo dục văn hóa nghệ thuật,855
8559,4,Giáo dục khác chưa được phân vào đâu,855
8560,4,Dịch vụ hỗ trợ giáo dục,856
8610,4,"Hoạt động của các bệnh viện, trạm y tế",861
8620,4,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",862
8691,4,Hoạt động y tế dự phòng,869
8692,4,"Hoạt động của hệ thống cơ sở chỉnh hình, phục hồi chức năng",869
8699,4,Hoạt động y tế khác chưa được phân vào đâu,869
8710,4,"Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng",871
8720,4,"Hoạt động chăm sóc sức khoẻ người bị thiểu năng, tâm thần và người nghiện",872
8730,4,"Hoạt động chăm sóc sức khoẻ người có công, người già và người khuyết tật không có khả năng tự chăm sóc",873
8790,4,Hoạt động chăm sóc tập trung khác,879
8810,4,"Hoạt động trợ giúp xã hội không tập trung đối với người có công, thương bệnh binh, người già và người khuyết tật",881
8890,4,Hoạt động trợ giúp xã hội không tập trung khác,889
9000,4,"Hoạt động sáng tác, nghệ thuật và giải trí",900
9101,4,Hoạt động thư viện và lưu trữ,910
9102,4,"Hoạt động bảo tồn, bảo tàng",910
9103,4,"Hoạt động của các vườn bách thảo, bách thú và khu bảo tồn tự nhiên",910
9200,4,"Hoạt động xổ số, cá cược và đánh bạc",920
9311,4,Hoạt động của các cơ sở thể thao,931
9312,4,Hoạt động của các câu lạc bộ thể thao,931
9319,4,Hoạt động thể thao khác,931
9321,4,Hoạt động của các công viên vui chơi và công viên theo chủ đề,932
9329,4,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,932
9411,4,Hoạt động của các hiệp hội kinh doanh và nghiệp chủ,941
9412,4,Hoạt động của các hội nghề nghiệp,941
