code,level,name,parent
9420,4,Hoạt động của công đoàn,942
9491,4,Hoạt động của các tổ chức tôn giáo,949
9499,4,Hoạt động của các tổ chức khác chưa được phân vào đâu,949
9511,4,Sửa chữa máy vi tính và thiết bị ngoại vi,951
9512,4,Sửa chữa thiết bị liên lạc,951
9521,4,Sửa chữa thiết bị nghe nhìn điện tử gia dụng,952
9522,4,"Sửa chữa thiết bị, đồ dùng gia đình",952
9523,4,"Sửa chữa giày, dép, hàng da và giả da",952
9524,4,"Sửa chữa giường, tủ, bàn, ghế và đồ nội thất tương tư",952
9529,4,"Sửa chữa xe đạp, đồng hồ, đồ dùng cá nhân và gia đình khác chưa được phân vào đâu",952
9610,4,"Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)",961
9620,4,"Giặt là, làm sạch các sản phẩm dệt và lông thú",962
9631,4,"Cắt tóc, làm đầu, gội đầu",963
9632,4,Hoạt động dịch vụ phục vụ tang lễ,963
9633,4,Hoạt động dịch vụ phục vụ hôn lễ,963
9639,4,Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào đâu,963
9700,4,Hoạt động làm thuê công việc gia đình trong các hộ gia đình,970
9810,4,Hoạt động sản xuất các sản phẩm vật chất tự tiêu dùng của hộ gia đình,981
9820,4,Hoạt động sản xuất các sản phẩm dịch vụ tự tiêu dùng của hộ gia đình,982
9900,4,Hoạt động của các tổ chức và cơ quan quốc tế,990
01110,5,Trồng lúa,0111
01120,5,Trồng ngô và cây lương thực có hạt khác,0112
01130,5,Trồng cây lấy củ có chất bột,0113
01140,5,Trồng cây mía,0114
01150,5,"Trồng cây thuốc lá, thuốc lào",0115
01160,5,Trồng cây lấy sợi,0116
01170,5,Trồng cây có hạt chứa dầu,0117
01181,5,Trồng rau các loại,0118
01182,5,Trồng đậu các loại,0118
01183,5,Trồng hoa hàng năm,0118
01191,5,Trồng cây gia vị hàng năm,0119
01192,5,"Trồng cây dược liệu, hương liệu hàng năm",0119
01199,5,Trồng cây hàng năm khác còn lại,0119
01211,5,Trồng nho,0121
01212,5,Trồng cây ăn quả vùng nhiệt đới và cận nhiệt đới,0121
01213,5,"Trồng cam, quýt và các loại quả có múi khác",0121
01214,5,"Trồng táo, mận và các loại quả có hạt như táo",0121
01215,5,"Trồng nhãn, vải, chôm chôm",0121
01219,5,Trồng cây ăn quả khác,0121
01220,5,Trồng cây lấy quả chứa dầu,0122
01230,5,Trồng cây điều,0123
01240,5,Trồng cây hồ tiêu,0124
01250,5,Trồng cây cao su,0125
01260,5,Trồng cây cà phê,0126
01270,5,Trồng cây chè,0127
01281,5,Trồng cây gia vị lâu năm,0128
01282,5,"Trồng cây dược liệu, hương liệu lâu năm",0128
01291,5,Trồng cây cảnh lâu năm,0129
01299,5,Trồng cây lâu năm khác còn lại,0129
01310,5,Nhân và chăm sóc cây giống hàng năm,0131
01320,5,Nhân và chăm sóc cây giống lâu năm,0132
01411,5,"Sản xuất giống trâu, bò",0141
01412,5,"Chăn nuôi trâu, bò",0141
01421,5,"Sản xuất giống ngựa, lừa",0142
01422,5,"Chăn nuôi ngựa, lừa, la",0142
01441,5,"Sản xuất giống dê, cừu, hươu, nai",0144
01442,5,"Chăn nuôi dê, cừu, hươu, nai",0144
01451,5,Sản xuất giống lợn,0145
01452,5,Chăn nuôi lợn,0145
01461,5,Hoạt động ấp trứng và sản xuất giống gia cầm,0146
01462,5,Chăn nuôi gà,0146
01463,5,"Chăn nuôi vịt, ngan, ngỗng",0146
01469,5,Chăn nuôi gia cầm khác,0146
01490,5,Chăn nuôi khác,0149
01500,5,"Trồng trọt, chăn nuôi hỗn hợp",0150
01610,5,Hoạt động dịch vụ trồng trọt,0161
01620,5,Hoạt động dịch vụ chăn nuôi,0162
01630,5,Hoạt động dịch vụ sau thu hoạch,0163
01640,5,Xử lý hạt giống để nhân giống,0164
01700,5,"Săn bắt, đánh bẫy và hoạt động dịch vụ có liên quan",0170
02101,5,Trồng rừng và chăm sóc rừng cây thân gỗ,0210
02102,5,Trồng rừng và chăm sóc rừng họ tre,0210
02103,5,Trồng rừng và chăm sóc rừng khác,0210
02104,5,Ươm giống cây lâm nghiệp,0210
02200,5,Khai thác gỗ,0220
02310,5,Khai thác lâm sản khác trừ gỗ,0231
02320,5,Thu nhặt lâm sản khác trừ gỗ,0232
02400,5,Hoạt động dịch vụ lâm nghiệp,0240
03110,5,Khai thác thủy sản biển,0311
03120,5,Khai thác thủy sản nội địa,0312
03211,5,Nuôi cá,0321
03212,5,Nuôi tôm,0321
03213,5,Nuôi thủy sản khác,0321
03214,5,Sản xuất giống thủy sản biển,0321
03221,5,Nuôi cá,0322
03222,5,Nuôi tôm,0322
03223,5,Nuôi thủy sản khác,0322
03224,5,Sản xuất giống thủy sản nội địa,0322
05100,5,Khai thác và thu gom than cứng,0510
05200,5,Khai thác và thu gom than non,0520
06100,5,Khai thác dầu thô,0610
06200,5,Khai thác khí đốt tự nhiên,0620
07100,5,Khai thác quặng sắt,0710
07210,5,Khai thác quặng uranium và quặng thorium,0721
07221,5,Khai thác quặng bôxít,0722
07229,5,Khai thác quặng kim loại khác không chứa sắt chưa được phân vào đâu,0722
07300,5,Khai thác quặng kim loại quý hiếm,0730
08101,5,Khai thác đá,0810
08102,5,"Khai thác cát, sỏi",0810
08103,5,Khai thác đất sét,0810
08910,5,Khai thác khoáng hoá chất và khoáng phân bón,0891
08920,5,Khai thác và thu gom than bùn,0892
08930,5,Khai thác muối,0893
08990,5,Khai khoáng khác chưa được phân vào đâu,0899
09100,5,Hoạt động dịch vụ hỗ trợ khai thác dầu thô và khí tự nhiên,0910
09900,5,Hoạt động dịch vụ hỗ trợ khai khoáng khác,0990
10101,5,"Giết mổ gia súc, gia cầm",1010
10102,5,Chế biến và bảo quản thịt,1010
10109,5,Chế biến và bảo quản các sản phẩm từ thịt,1010
10201,5,Chế biến và bảo quản thủy sản đông lạnh,1020
10202,5,Chế biến và bảo quản thủy sản khô,1020
10203,5,Chế biến và bảo quản nước mắm,1020
10209,5,Chế biến và bảo quản các sản phẩm khác từ thủy sản,1020
10301,5,Sản xuất nước ép từ rau quả,1030
10309,5,Chế biến và bảo quản rau quả khác,1030
10401,5,"Sản xuất dầu, mỡ động vật",1040
10402,5,"Sản xuất dầu, bơ thực vật",1040
10500,5,Chế biến sữa và các sản phẩm từ sữa,1050
10611,5,Xay xát,1061
10612,5,Sản xuất bột thô,1061
10620,5,Sản xuất tinh bột và các sản phẩm từ tinh bột,1062
10710,5,Sản xuất các loại bánh từ bột,1071
10720,5,Sản xuất đường,1072
10730,5,"Sản xuất ca cao, sôcôla và bánh kẹo",1073
10740,5,"Sản xuất mì ống, mỳ sợi và sản phẩm tương tự",1074
10751,5,"Sản xuất món ăn, thức ăn chế biến sẵn từ thịt",1075
10752,5,"Sản xuất món ăn, thức ăn chế biến sẵn từ thủy sản",1075
10759,5,"Sản xuất món ăn, thức ăn chế biến sẵn khác",1075
10760,5,Sản xuất chè,1076
10770,5,Sản xuất cà phê,1077
10790,5,Sản xuất thực phẩm khác chưa được phân vào đâu,1079
10800,5,"Sản xuất thức ăn gia súc, gia cầm và thuỷ sản",1080
11010,5,"Chưng, tinh cất và pha chế các loại rượu mạnh",1101
11020,5,Sản xuất rượu vang,1102
11030,5,Sản xuất bia và mạch nha ủ men bia,1103
11041,5,"Sản xuất nước khoáng, nước tinh khiết đóng chai",1104
11042,5,Sản xuất đồ uống không cồn,1104
12001,5,Sản xuất thuốc lá,1200
12009,5,Sản xuất thuốc hút khác,1200
13110,5,Sản xuất sợi,1311
13120,5,Sản xuất vải dệt thoi,1312
13130,5,Hoàn thiện sản phẩm dệt,1313
13910,5,"Sản xuất vải dệt kim, vải đan móc và vải không dệt khác",1391
13920,5,Sản xuất hàng dệt sẵn (trừ trang phục),1392
13930,5,"Sản xuất thảm, chăn, đệm",1393
13940,5,Sản xuất các loại dây bện và lưới,1394
13990,5,Sản xuất các loại hàng dệt khác chưa được phân vào đâu,1399
14100,5,May trang phục (trừ trang phục từ da lông thú),1410
14200,5,Sản xuất sản phẩm từ da lông thú,1420
14300,5,"Sản xuất trang phục dệt kim, đan móc",1430
15110,5,"Thuộc, sơ chế da; sơ chế và nhuộm da lông thú",1511
15120,5,"Sản xuất vali, túi xách và các loại tương tự, sản xuất yên đệm",1512
15200,5,"Sản xuất giày, dép",1520
16101,5,"Cưa, xẻ và bào gỗ",1610
16102,5,Bảo quản gỗ,1610
16210,5,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",1621
16220,5,Sản xuất đồ gỗ xây dựng,1622
16230,5,Sản xuất bao bì bằng gỗ,1623
16291,5,Sản xuất sản phẩm khác từ gỗ,1629
16292,5,"Sản xuất sản phẩm từ lâm sản (trừ gỗ), cói và vật liệu tết bện",1629
17010,5,"Sản xuất bột giấy, giấy và bìa",1701
17021,5,"Sản xuất bao bì bằng giấy, bìa",1702
17022,5,Sản xuất giấy nhăn và bìa nhăn,1702
17090,5,Sản xuất các sản phẩm khác từ giấy và bìa chưa được phân vào đâu,1709
18110,5,In ấn,1811
18120,5,Dịch vụ liên quan đến in,1812
18200,5,Sao chép bản ghi các loại,1820
19100,5,Sản xuất than cốc,1910
19200,5,Sản xuất sản phẩm dầu mỏ tinh chế,1920
20111,5,Sản xuất khí công nghiệp,2011
20112,5,Sản xuất chất nhuộm và chất màu,2011
20113,5,Sản xuất hóa chất vô cơ cơ bản khác,2011
20114,5,Sản xuất hoá chất hữu cơ cơ bản khác,2011
20119,5,Sản xuất hóa chất cơ bản khác,2011
20120,5,Sản xuất phân bón và hợp chất ni tơ,2012
20131,5,Sản xuất plastic nguyên sinh,2013
20132,5,Sản xuất cao su tổng hợp dạng nguyên sinh,2013
20210,5,Sản xuất thuốc trừ sâu và sản phẩm hoá chất khác dùng trong nông nghiệp,2021
20221,5,"Sản xuất sơn, véc ni và các chất sơn, quét tương tự, ma tít",2022
20222,5,Sản xuất mực in,2022
20231,5,Sản xuất mỹ phẩm,2023
20232,5,"Sản xuất xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh",2023
20290,5,Sản xuất sản phẩm hoá chất khác chưa được phân vào đâu,2029
20300,5,Sản xuất sợi nhân tạo,2030
21001,5,Sản xuất thuốc các loại,2100
21002,5,Sản xuất hoá dược và dược liệu,2100
22110,5,"Sản xuất săm, lốp cao su; đắp và tái chế lốp cao su",2211
22190,5,Sản xuất sản phẩm khác từ cao su,2219
22201,5,Sản xuất bao bì từ plastic,2220
22209,5,Sản xuất sản phẩm khác từ plastic,2220
23101,5,Sản xuất thủy tinh phẳng và sản phẩm từ thủy tinh phẳng,2310
23102,5,Sản xuất thủy tinh rỗng và sản phẩm từ thủy tinh rỗng,2310
23103,5,Sản xuất sợi thủy tinh và sản phẩm từ sợi thủy tinh,2310
23109,5,Sản xuất thủy tinh khác và các sản phẩm từ thủy tinh,2310
23910,5,Sản xuất sản phẩm chịu lửa,2391
23920,5,Sản xuất vật liệu xây dựng từ đất sét,2392
23930,5,Sản xuất sản phẩm gốm sứ khác,2393
23941,5,Sản xuất xi măng,2394
23942,5,Sản xuất vôi,2394
23943,5,Sản xuất thạch cao,2394
23950,5,"Sản xuất bê tông và các sản phẩm từ bê tông, xi măng và thạch cao",2395
23960,5,Cắt tạo dáng và hoàn thiện đá,2396
23990,5,Sản xuất sản phẩm từ chất khoáng phi kim loại khác chưa được phân vào đâu,2399
24100,5,"Sản xuất sắt, thép, gang",2410
24201,5,Sản xuất kim loại quý,2420
24202,5,Sản xuất kim loại màu,2420
24310,5,"Đúc sắt, thép",2431
24320,5,Đúc kim loại màu,2432
25110,5,Sản xuất các cấu kiện kim loại,2511
25120,5,"Sản xuất thùng, bể chứa và dụng cụ chứa đựng bằng kim loại",2512
25130,5,Sản xuất nồi hơi (trừ nồi hơi trung tâm),2513
25200,5,Sản xuất vũ khí và đạn dược,2520
25910,5,"Rèn, dập, ép và cán kim loại; luyện bột kim loại",2591
25920,5,Gia công cơ khí; xử lý và tráng phủ kim loại,2592
25930,5,"Sản xuất dao kéo, dụng cụ cầm tay và đồ kim loại thông dụng",2593
25991,5,"Sản xuất đồ dùng bằng kim loại cho nhà bếp, nhà vệ sinh và nhà ăn",2599
25999,5,Sản xuất sản phẩm khác còn lại bằng kim loại chưa được phân vào đâu,2599
26100,5,Sản xuất linh kiện điện tử,2610
26200,5,Sản xuất máy vi tính và thiết bị ngoại vi của máy vi tính,2620
26300,5,Sản xuất thiết bị truyền thông,2630
26400,5,Sản xuất sản phẩm điện tử dân dụng,2640
26510,5,"Sản xuất thiết bị đo lường, kiểm tra, định hướng và điều khiển",2651
26520,5,Sản xuất đồng hồ,2652
26600,5,"Sản xuất thiết bị bức xạ, thiết bị điện tử trong y học, điện liệu pháp",2660
26700,5,Sản xuất thiết bị và dụng cụ quang học,2670
26800,5,"Sản xuất băng, đĩa từ tính và quang học",2680
27101,5,"Sản xuất mô tơ, máy phát",2710
27102,5,"Sản xuất biến thế điện, thiết bị phân phối và điều khiển điện",2710
27200,5,Sản xuất pin và ắc quy,2720
27310,5,"Sản xuất dây cáp, sợi cáp quang học",2731
27320,5,"Sản xuất dây, cáp điện và điện tử khác",2732
27330,5,Sản xuất thiết bị dây dẫn điện các loại,2733
27400,5,Sản xuất thiết bị điện chiếu sáng,2740
27500,5,Sản xuất đồ điện dân dụng,2750
27900,5,Sản xuất thiết bị điện khác,2790
28110,5,"Sản xuất động cơ, tua bin (trừ động cơ máy bay, ô tô, mô tô và xe máy)",2811
28120,5,Sản xuất thiết bị sử dụng năng lượng chiết lưu,2812
28130,5,"Sản xuất máy bơm, máy nén, vòi và van khác",2813
28140,5,"Sản xuất bi, bánh răng, hộp số, các bộ phận điều khiển và truyền chuyển động",2814
28150,5,"Sản xuất lò nướng, lò luyện và lò nung",2815
28160,5,"Sản xuất các thiết bị nâng, hạ và bốc xếp",2816
28170,5,Sản xuất máy móc và thiết bị văn phòng (trừ máy vi tính và thiết bị ngoại vi của máy vi tính),2817
28180,5,Sản xuất dụng cụ cầm tay chạy bằng mô tơ hoặc khí nén,2818
28190,5,Sản xuất máy thông dụng khác,2819
28210,5,Sản xuất máy nông nghiệp và lâm nghiệp,2821
28220,5,Sản xuất máy công cụ và máy tạo hình kim loại,2822
28230,5,Sản xuất máy luyện kim,2823
28240,5,Sản xuất máy khai thác mỏ và xây dựng,2824
28250,5,"Sản xuất máy chế biến thực phẩm, đồ uống và thuốc lá",2825
28260,5,"Sản xuất máy cho ngành dệt, may và da",2826
28291,5,Sản xuất máy sản xuất vật liệu xây dựng,2829
28299,5,Sản xuất máy chuyên dụng khác chưa được phân vào đâu,2829
29100,5,Sản xuất ô tô và xe có động cơ khác,2910
29200,5,"Sản xuất thân xe ô tô và xe có động cơ khác, rơ moóc và bán rơ moóc",2920
29300,5,Sản xuất phụ tùng và bộ phận phụ trợ cho xe ô tô và xe có động cơ khác,2930
30110,5,Đóng tàu và cấu kiện nổi,3011
30120,5,"Đóng thuyền, xuồng thể thao và giải trí",3012
30200,5,"Sản xuất đầu máy xe lửa, xe điện và toa xe",3020
30300,5,"Sản xuất máy bay, tàu vũ trụ và máy móc liên quan",3030
30400,5,Sản xuất xe cơ giới chiến đấu dùng trong quân đội,3040
30910,5,"Sản xuất mô tô, xe máy",3091
30920,5,Sản xuất xe đạp và xe cho người khuyết tật,3092
30990,5,Sản xuất phương tiện và thiết bị vận tải khác chưa được phân vào đâu,3099
31001,5,"Sản xuất giường, tủ, bàn, ghế bằng gỗ",3100
31002,5,"Sản xuất giường, tủ, bàn, ghế bằng kim loại",3100
31009,5,"Sản xuất giường, tủ, bàn, ghế bằng vật liệu khác",3100
32110,5,Sản xuất đồ kim hoàn và chi tiết liên quan,3211
32120,5,Sản xuất đồ giả kim hoàn và chi tiết liên quan,3212
32200,5,Sản xuất nhạc cụ,3220
32300,5,"Sản xuất dụng cụ thể dục, thể thao",3230
32400,5,"Sản xuất đồ chơi, trò chơi",3240
32501,5,"Sản xuất thiết bị, dụng cụ y tế, nha khoa",3250
32502,5,"Sản xuất dụng cụ chỉnh hình, phục hồi chức năng",3250
32900,5,Sản xuất khác chưa được phân vào đâu,3290
33110,5,Sửa chữa các sản phẩm kim loại đúc sẵn,3311
33120,5,"Sửa chữa máy móc, thiết bị",3312
33130,5,Sửa chữa thiết bị điện tử và quang học,3313
33140,5,Sửa chữa thiết bị điện,3314
33150,5,"Sửa chữa và bảo dưỡng phương tiện vận tải (trừ ô tô, mô tô, xe máy và xe có động cơ khác)",3315
33190,5,Sửa chữa thiết bị khác,3319
33200,5,Lắp đặt máy móc và thiết bị công nghiệp,3320
35111,5,Thủy điện,3511
35112,5,Nhiệt điện than,3511
35113,5,Nhiệt điện khí,3511
35114,5,Điện hạt nhân,3511
35115,5,Điện gió,3511
35116,5,Điện mặt trời,3511
35119,5,Điện khác,3511
35121,5,Truyền tải điện,3512
35122,5,Phân phối điện,3512
35201,5,Sản xuất khí đốt,3520
35202,5,Phân phối nhiên liệu khí bằng đường ống,3520
35301,5,"Sản xuất, phân phối hơi nước, nước nóng và điều hoà không khí",3530
35302,5,Sản xuất nước đá,3530
36000,5,"Khai thác, xử lý và cung cấp nước",3600
37001,5,Thoát nước,3700
37002,5,Xử lý nước thải,3700
38110,5,Thu gom rác thải không độc hại,3811
38121,5,Thu gom rác thải y tế,3812
38129,5,Thu gom rác thải độc hại khác,3812
38210,5,Xử lý và tiêu hủy rác thải không độc hại,3821
38221,5,Xử lý và tiêu hủy rác thải y tế,3822
38229,5,Xử lý và tiêu hủy rác thải độc hại khác,3822
38301,5,Tái chế phế liệu kim loại,3830
38302,5,Tái chế phế liệu phi kim loại,3830
39000,5,Xử lý ô nhiễm và hoạt động quản lý chất thải khác,3900
41010,5,Xây dựng nhà để ở,4101
41020,5,Xây dựng nhà không để ở,4102
42110,5,Xây dựng công trình đường sắt,4211
42120,5,Xây dựng công trình đường bộ,4212
42210,5,Xây dựng công trình điện,4221
42220,5,"Xây dựng công trình cấp, thoát nước",4222
42230,5,"Xây dựng công trình viễn thông, thông tin liên lạc",4223
42290,5,Xây dựng công trình công ích khác,4229
42910,5,Xây dựng công trình thủy,4291
42920,5,Xây dựng công trình khai khoáng,4292
42930,5,"Xây dựng công trình chế biến, chế tạo",4293
42990,5,Xây dựng công trình kỹ thuật dân dụng khác,4299
43110,5,Phá dỡ,4311
43120,5,Chuẩn bị mặt bằng,4312
43210,5,Lắp đặt hệ thống điện,4321
43221,5,"Lắp đặt hệ thống cấp, thoát nước",4322
43222,5,Lắp đặt hệ thống sưởi và điều hoà không khí,4322
43290,5,Lắp đặt hệ thống xây dựng khác,4329
43300,5,Hoàn thiện công trình xây dựng,4330
43900,5,Hoạt động xây dựng chuyên dụng khác,4390
45111,5,Bán buôn ô tô con (loại 9 chỗ ngồi trở xuống),4511
45119,5,Bán buôn xe có động cơ khác,4511
45120,5,Bán lẻ ô tô con (loại 9 chỗ ngồi trở xuống),4512
45131,5,Đại lý ô tô con (loại 9 chỗ ngồi trở xuống),4513
45139,5,Đại lý xe có động cơ khác,4513
45200,5,"Bảo dưỡng, sửa chữa ô tô và xe có động cơ khác",4520
45301,5,Bán buôn phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác,4530
45302,5,Bán lẻ phụ tùng và các bộ phận phụ trợ của ô tô con (loại 9 chỗ ngồi trở xuống),4530
45303,5,Đại lý phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác,4530
45411,5,"Bán buôn mô tô, xe máy",4541
45412,5,"Bán lẻ mô tô, xe máy",4541
45413,5,"Đại lý mô tô, xe máy",4541
45420,5,"Bảo dưỡng và sửa chữa mô tô, xe máy",4542
45431,5,"Bán buôn phụ tùng và các bộ phận phụ trợ của mô tô, xe máy",4543
45432,5,"Bán lẻ phụ tùng và các bộ phận phụ trợ của mô tô, xe máy",4543
45433,5,"Đại lý phụ tùng và các bộ phận phụ trợ của mô tô, xe máy",4543
46101,5,Đại lý bán hàng hóa,4610
46102,5,Môi giới mua bán hàng hóa,4610
46103,5,Đấu giá hàng hóa,4610
46201,5,"Bán buôn thóc, ngô và các loại hạt ngũ cốc khác",4620
46202,5,Bán buôn hoa và cây,4620
46203,5,Bán buôn động vật sống,4620
46204,5,"Bán buôn thức ăn và nguyên liệu làm thức ăn cho gia súc, gia cầm và thủy sản",4620
46209,5,"Bán buôn nông, lâm sản nguyên liệu khác (trừ gỗ, tre, nứa)",4620
46310,5,"Bán buôn gạo, lúa mỳ, hạt ngũ cốc khác, bột mỳ",4631
46321,5,Bán buôn thịt và các sản phẩm từ thịt,4632
46322,5,Bán buôn thủy sản,4632
46323,5,"Bán buôn rau, quả",4632
46324,5,Bán buôn cà phê,4632
46325,5,Bán buôn chè,4632
46326,5,"Bán buôn đường, sữa và các sản phẩm sữa, bánh kẹo và các sản phẩm chế biến từ ngũ cốc, bột, tinh bột",4632
46329,5,Bán buôn thực phẩm khác,4632
46331,5,Bán buôn đồ uống có cồn,4633
46332,5,Bán buôn đồ uống không có cồn,4633
46340,5,"Bán buôn sản phẩm thuốc lá, thuốc lào",4634
46411,5,Bán buôn vải,4641
46412,5,"Bán buôn thảm, đệm, chăn, màn, rèm, ga trải giường, gối và hàng dệt khác",4641
46413,5,Bán buôn hàng may mặc,4641
46414,5,Bán buôn giày dép,4641
46491,5,"Bán buôn vali, cặp, túi, ví, hàng da và giả da khác",4649
46492,5,Bán buôn dược phẩm và dụng cụ y tế,4649
46493,5,"Bán buôn nước hoa, hàng mỹ phẩm và chế phẩm vệ sinh",4649
46494,5,"Bán buôn hàng gốm, sứ, thủy tinh",4649
46495,5,"Bán buôn đồ điện gia dụng, đèn và bộ đèn điện",4649
46496,5,"Bán buôn giường, tủ, bàn ghế và đồ dùng nội thất tương tự",4649
46497,5,"Bán buôn sách, báo, tạp chí, văn phòng phẩm",4649
46498,5,"Bán buôn dụng cụ thể dục, thể thao",4649
46499,5,Bán buôn đồ dùng khác cho gia đình chưa được phân vào đâu,4649
46510,5,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",4651
46520,5,"Bán buôn thiết bị và linh kiện điện tử, viễn thông",4652
46530,5,"Bán buôn máy móc, thiết bị và phụ tùng máy nông nghiệp",4653
46591,5,"Bán buôn máy móc, thiết bị và phụ tùng máy khai khoáng, xây dựng",4659
46592,5,"Bán buôn máy móc, thiết bị điện, vật liệu điện (máy phát điện, động cơ điện, dây điện và thiết bị khác dùng trong mạch điện)",4659
46593,5,"Bán buôn máy móc, thiết bị và phụ tùng máy dệt, may, da giày",4659
46594,5,"Bán buôn máy móc, thiết bị và phụ tùng máy văn phòng (trừ máy vi tính và thiết bị ngoại vi)",4659
46595,5,"Bán buôn máy móc, thiết bị y tế",4659
46599,5,"Bán buôn máy móc, thiết bị và phụ tùng máy khác chưa được phân vào đâu",4659
46611,5,Bán buôn than đá và nhiên liệu rắn khác,4661
46612,5,Bán buôn dầu thô,4661
46613,5,Bán buôn xăng dầu và các sản phẩm liên quan,4661
46614,5,Bán buôn khí đốt và các sản phẩm liên quan,4661
46621,5,Bán buôn quặng kim loại,4662
46622,5,"Bán buôn sắt, thép",4662
46623,5,Bán buôn kim loại khác,4662
46624,5,"Bán buôn vàng, bạc và kim loại quý khác",4662
46631,5,"Bán buôn tre, nứa, gỗ cây và gỗ chế biến",4663
46632,5,Bán buôn xi măng,4663
46633,5,"Bán buôn gạch xây, ngói, đá, cát, sỏi",4663
46634,5,Bán buôn kính xây dựng,4663
46635,5,"Bán buôn sơn, vécni",4663
46636,5,Bán buôn gạch ốp lát và thiết bị vệ sinh,4663
46637,5,Bán buôn đồ ngũ kim,4663
46639,5,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",4663
46691,5,"Bán buôn phân bón, thuốc trừ sâu và hóa chất khác sử dụng trong nông nghiệp",4669
46692,5,Bán buôn hóa chất khác (trừ loại sử dụng trong nông nghiệp),4669
46693,5,Bán buôn chất dẻo dạng nguyên sinh,4669
46694,5,Bán buôn cao su,4669
46695,5,"Bán buôn tơ, xơ, sợi dệt",4669
46696,5,Bán buôn phụ liệu may mặc và giày dép,4669
46697,5,"Bán buôn phế liệu, phế thải kim loại, phi kim loại",4669
46699,5,Bán buôn chuyên doanh khác còn lại chưa được phân vào đâu,4669
46900,5,Bán buôn tổng hợp,4690
47111,5,Bán lẻ trong siêu thị (Supermarket),4711
47112,5,Bán lẻ trong cửa hàng tiện lợi (Minimarket),4711
47119,5,Bán lẻ trong cửa hàng kinh doanh tổng hợp khác,4711
47191,5,Bán lẻ trong siêu thị (Supermarket),4719
47192,5,Bán lẻ trong cửa hàng tiện lợi (Minimarket),4719
47199,5,Bán lẻ trong cửa hàng kinh doanh tổng hợp khác,4719
47210,5,Bán lẻ lương thực trong các cửa hàng chuyên doanh,4721
47221,5,Bán lẻ thịt và các sản phẩm thịt trong các cửa hàng chuyên doanh,4722
47222,5,Bán lẻ thủy sản trong các cửa hàng chuyên doanh,4722
47223,5,"Bán lẻ rau, quả trong các cửa hàng chuyên doanh",4722
